Input Data,

,
Material Data,

,
matID,Soft PE80
density,938
eDyn0degC,2.62
dEdyndT,-0.037
creepModulus,0.3
poisson,0.38

,
Pipe Data,

,
pipeID,250mm_SDR11
diameter,250
sdr,11
notchDepth,0
diameterCreepRatio,1

,
Test Setup Data,

,
fullScale,2
tempDegC,0
p0bar,5
isBackfilled,2
backfillDepth,100
backfillDensity,2200
solidInsidePipe,0.25
waterInsidePipe,0.25

,
Program Control Data,

,
outflowModelOn,2
lambda,3
solutionmethod,2
numberOfSpeedValues,50
elementsInL,10
aDotc0,0.5

,
Log number,aDotc0,Irwin Corten Force,diameterRes0,residualCrackClosure,densityratio,zetaclosure,nodeAtClosure,outflowLength,p1bar,v0,vStarRes,factor,aDotCLfactor,aDotcClfactor_backfilled,maxIterations,iterations,m[0],m[1],alpha[0],alpha[1],error,notConverged,pStarUnchoke,xUnch,pHalfStar,pStar,tStar,tStarUnchoke,simpsonIntegral,unchoked,tStarOutflow2
27,0.2,0.689812,250,0,12.589,2,27,4.19135,1.20351,1.11511,0,8.00293,1.00156,1.01963,50,13,18.3729,18.7044,2.98231,1.31302,-0.00880777,1,1.89293,1.09545,1.60176,0.987292,0.851458,0.189759,0.763394,1,2.12196e-314
28,0.2,0.689812,250,0,12.589,2,27,4.19135,1.20351,1.11511,0,8.00293,1.00156,1.01963,50,13,24.6998,25.1455,3.21131,1.41384,-0.00880777,1,1.89293,1.09545,1.60176,0.987292,0.851458,0.189759,0.763394,1,2.12196e-314
29,0.2,0.689812,250,0,12.589,2,25,4.19135,1.20351,1.11511,0,8.00293,1.00156,1.01963,50,13,24.6998,25.1455,3.21131,1.41384,-0.00671539,1,1.89293,1.09545,1.60176,0.987292,0.851458,0.189759,0.763394,1,2.12196e-314
30,0.2,0.689812,250,0,12.589,2,25,4.19135,1.20351,1.11511,0,8.00293,1.00156,1.01963,50,13,24.6998,25.1455,3.21131,1.41384,-0.00671539,1,1.89293,1.09545,1.60176,0.987292,0.851458,0.189759,0.763394,0,2.12196e-314
31,0.2,0.689812,250,0,12.589,2,25,4.19135,1.20351,1.11511,0,8.00293,1.00156,1.01963,50,13,24.6998,25.1455,3.21131,1.41384,-0.00671539,1,1.89293,1.09545,1.60176,2.20351,0,0.189759,0,0,2.12196e-314
32,0.2,0.689812,250,0,12.589,2,25,4.19135,1.20351,1.11511,0,8.00293,1.00156,1.01963,50,13,24.6998,25.1455,3.21131,1.41384,-0.00671539,1,1.89293,1.09545,1.60176,0.987292,0.851458,0.189759,0.763394,1,2.12196e-314
33,0.2,0.689812,250,0,12.589,2,25,4.3011,1.20351,1.23658,0,8.00293,1.00156,1.01963,50,14,24.6998,25.1455,3.21131,1.41384,-0.00671539,0,1.89293,1.09545,1.60176,0.987292,0.851458,0.189759,0.763394,1,2.12196e-314
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.22,0.689812,250,0,12.589,2,20,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,14,24.6998,25.1455,3.21131,1.41384,-0.00671539,0,0,0,0,0,0,0,0,0,0
5,0.22,0.689812,250,0,12.589,2,20,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,0,6.4567,6.59764,2.50098,1.04941,0,1,0,0,0,0,0,0,0,0,0
6,0.22,0.689812,250,0,12.589,2,23,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,1,6.4567,6.59764,2.50098,1.04941,0.204696,1,0,0,0,0,0,0,0,0,0
7,0.22,0.689812,250,0,12.589,2,24,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,2,6.4567,6.59764,2.50098,1.04941,0.178316,1,0,0,0,0,0,0,0,0,0
8,0.22,0.689812,250,0,12.589,2,25,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,3,6.4567,6.59764,2.50098,1.04941,0.153234,1,0,0,0,0,0,0,0,0,0
9,0.22,0.689812,250,0,12.589,2,26,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,4,6.4567,6.59764,2.50098,1.04941,0.129576,1,0,0,0,0,0,0,0,0,0
10,0.22,0.689812,250,0,12.589,2,27,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,5,6.4567,6.59764,2.50098,1.04941,0.107474,1,0,0,0,0,0,0,0,0,0
11,0.22,0.689812,250,0,12.589,2,28,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,6,6.4567,6.59764,2.50098,1.04941,0.0870519,1,0,0,0,0,0,0,0,0,0
12,0.22,0.689812,250,0,12.589,2,29,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,7,6.4567,6.59764,2.50098,1.04941,0.0684089,1,0,0,0,0,0,0,0,0,0
13,0.22,0.689812,250,0,12.589,2,30,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,8,6.4567,6.59764,2.50098,1.04941,0.051614,1,0,0,0,0,0,0,0,0,0
14,0.22,0.689812,250,0,12.589,2,31,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,9,6.4567,6.59764,2.50098,1.04941,0.0366991,1,0,0,0,0,0,0,0,0,0
15,0.22,0.689812,250,0,12.589,2,32,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,10,6.4567,6.59764,2.50098,1.04941,0.0236581,1,0,0,0,0,0,0,0,0,0
16,0.22,0.689812,250,0,12.589,2,33,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,11,6.4567,6.59764,2.50098,1.04941,0.012449,1,0,0,0,0,0,0,0,0,0
17,0.22,0.689812,250,0,12.589,2,34,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,11,6.4567,6.59764,2.50098,1.04941,0.00299757,1,0,0,0,0,0,0,0,0,0
18,0.22,0.689812,250,0,12.589,2,34,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,11,6.4567,6.59764,2.50098,1.04941,0.00299757,1,1.89293,1.09545,1.63176,0,0,0,6.95322e-310,0,2.12196e-314
19,0.22,0.689812,250,0,12.589,2,34,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,11,6.4567,6.59764,2.50098,1.04941,0.00299757,1,1.89293,1.09545,1.63176,2.26353,0,0,0,0,2.12196e-314
20,0.22,0.689812,250,0,12.589,2,34,3,1.26353,0.307271,0,8.38509,1.00189,1.02376,50,11,6.4567,6.59764,2.50098,1.04941,0.00299757,1,1.89293,1.09545,1.63176,0.978294,0.894626,0.223814,0.793066,1,2.12196e-314
21,0.22,0.689812,250,0,12.589,2,34,3.95857,1.26353,0.931516,0,8.38509,1.00189,1.02376,50,12,6.4567,6.59764,2.50098,1.04941,0.00299757,1,1.89293,1.09545,1.63176,0.978294,0.894626,0.223814,0.793066,1,2.12196e-314
22,0.22,0.689812,250,0,12.589,2,34,3.95857,1.26353,0.931516,0,8.38509,1.00189,1.02376,50,12,19.574,20.0012,3.3001,1.38472,0.00299757,1,1.89293,1.09545,1.63176,0.978294,0.894626,0.223814,0.793066,1,2.12196e-314
23,0.22,0.689812,250,0,12.589,2,26,3.95857,1.26353,0.931516,0,8.38509,1.00189,1.02376,50,12,19.574,20.0012,3.3001,1.38472,-0.00380328,1,1.89293,1.09545,1.63176,0.978294,0.894626,0.223814,0.793066,1,2.12196e-314
24,0.22,0.689812,250,0,12.589,2,26,3.95857,1.26353,0.931516,0,8.38509,1.00189,1.02376,50,12,19.574,20.0012,3.3001,1.38472,-0.00380328,1,1.89293,1.09545,1.63176,0.978294,0.894626,0.223814,0.793066,0,2.12196e-314
25,0.22,0.689812,250,0,12.589,2,26,3.95857,1.26353,0.931516,0,8.38509,1.00189,1.02376,50,12,19.574,20.0012,3.3001,1.38472,-0.00380328,1,1.89293,1.09545,1.63176,2.26353,0,0.223814,0,0,2.12196e-314
26,0.22,0.689812,250,0,12.589,2,26,3.95857,1.26353,0.931516,0,8.38509,1.00189,1.02376,50,12,19.574,20.0012,3.3001,1.38472,-0.00380328,1,1.89293,1.09545,1.63176,0.978294,0.894626,0.223814,0.793066,1,2.12196e-314
27,0.22,0.689812,250,0,12.589,2,26,4.28317,1.26353,1.27673,0,8.38509,1.00189,1.02376,50,13,19.574,20.0012,3.3001,1.38472,-0.00380328,1,1.89293,1.09545,1.63176,0.978294,0.894626,0.223814,0.793066,1,2.12196e-314
28,0.22,0.689812,250,0,12.589,2,26,4.28317,1.26353,1.27673,0,8.38509,1.00189,1.02376,50,13,26.828,27.4136,3.5707,1.49827,-0.00380328,1,1.89293,1.09545,1.63176,0.978294,0.894626,0.223814,0.793066,1,2.12196e-314
29,0.22,0.689812,250,0,12.589,2,25,4.28317,1.26353,1.27673,0,8.38509,1.00189,1.02376,50,13,26.828,27.4136,3.5707,1.49827,-0.014464,1,1.89293,1.09545,1.63176,0.978294,0.894626,0.223814,0.793066,1,2.12196e-314
30,0.22,0.689812,250,0,12.589,2,25,4.28317,1.26353,1.27673,0,8.38509,1.00189,1.02376,50,13,26.828,27.4136,3.5707,1.49827,-0.014464,1,1.89293,1.09545,1.63176,0.978294,0.894626,0.223814,0.793066,0,2.12196e-314
31,0.22,0.689812,250,0,12.589,2,25,4.28317,1.26353,1.27673,0,8.38509,1.00189,1.02376,50,13,26.828,27.4136,3.5707,1.49827,-0.014464,1,1.89293,1.09545,1.63176,2.26353,0,0.223814,0,0,2.12196e-314
32,0.22,0.689812,250,0,12.589,2,25,4.28317,1.26353,1.27673,0,8.38509,1.00189,1.02376,50,13,26.828,27.4136,3.5707,1.49827,-0.014464,1,1.89293,1.09545,1.63176,0.978294,0.894626,0.223814,0.793066,1,2.12196e-314
33,0.22,0.689812,250,0,12.589,2,25,4.40498,1.26353,1.42827,0,8.38509,1.00189,1.02376,50,14,26.828,27.4136,3.5707,1.49827,-0.014464,0,1.89293,1.09545,1.63176,0.978294,0.894626,0.223814,0.793066,1,2.12196e-314
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.24,0.689812,250,0,12.589,2,20,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,14,26.828,27.4136,3.5707,1.49827,-0.014464,0,0,0,0,0,0,0,0,0,0
5,0.24,0.689812,250,0,12.589,2,20,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,0,6.42835,6.59528,2.70538,1.08894,0,1,0,0,0,0,0,0,0,0,0
6,0.24,0.689812,250,0,12.589,2,23,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,1,6.42835,6.59528,2.70538,1.08894,0.206502,1,0,0,0,0,0,0,0,0,0
7,0.24,0.689812,250,0,12.589,2,24,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,2,6.42835,6.59528,2.70538,1.08894,0.179831,1,0,0,0,0,0,0,0,0,0
8,0.24,0.689812,250,0,12.589,2,25,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,3,6.42835,6.59528,2.70538,1.08894,0.154434,1,0,0,0,0,0,0,0,0,0
9,0.24,0.689812,250,0,12.589,2,26,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,4,6.42835,6.59528,2.70538,1.08894,0.130448,1,0,0,0,0,0,0,0,0,0
10,0.24,0.689812,250,0,12.589,2,27,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,5,6.42835,6.59528,2.70538,1.08894,0.108014,1,0,0,0,0,0,0,0,0,0
11,0.24,0.689812,250,0,12.589,2,28,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,6,6.42835,6.59528,2.70538,1.08894,0.0872663,1,0,0,0,0,0,0,0,0,0
12,0.24,0.689812,250,0,12.589,2,29,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,7,6.42835,6.59528,2.70538,1.08894,0.0683131,1,0,0,0,0,0,0,0,0,0
13,0.24,0.689812,250,0,12.589,2,30,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,8,6.42835,6.59528,2.70538,1.08894,0.0512314,1,0,0,0,0,0,0,0,0,0
14,0.24,0.689812,250,0,12.589,2,31,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,9,6.42835,6.59528,2.70538,1.08894,0.0360595,1,0,0,0,0,0,0,0,0,0
15,0.24,0.689812,250,0,12.589,2,32,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,10,6.42835,6.59528,2.70538,1.08894,0.0227959,1,0,0,0,0,0,0,0,0,0
16,0.24,0.689812,250,0,12.589,2,33,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,11,6.42835,6.59528,2.70538,1.08894,0.0114014,1,0,0,0,0,0,0,0,0,0
17,0.24,0.689812,250,0,12.589,2,34,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,11,6.42835,6.59528,2.70538,1.08894,0.00180323,1,0,0,0,0,0,0,0,0,0
18,0.24,0.689812,250,0,12.589,2,34,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,11,6.42835,6.59528,2.70538,1.08894,0.00180323,1,1.89293,1.09545,1.66247,0,0,0,6.95322e-310,0,2.12196e-314
19,0.24,0.689812,250,0,12.589,2,34,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,11,6.42835,6.59528,2.70538,1.08894,0.00180323,1,1.89293,1.09545,1.66247,2.32494,0,0,0,0,2.12196e-314
20,0.24,0.689812,250,0,12.589,2,34,3,1.32494,0.322205,0,8.7234,1.00225,1.02827,50,11,6.42835,6.59528,2.70538,1.08894,0.00180323,1,1.89293,1.09545,1.66247,0.969458,0.937475,0.257636,0.82189,1,2.12196e-314
21,0.24,0.689812,250,0,12.589,2,34,4.01485,1.32494,1.03353,0,8.7234,1.00225,1.02827,50,12,6.42835,6.59528,2.70538,1.08894,0.00180323,1,1.89293,1.09545,1.66247,0.969458,0.937475,0.257636,0.82189,1,2.12196e-314
22,0.24,0.689812,250,0,12.589,2,34,4.01485,1.32494,1.03353,0,8.7234,1.00225,1.02827,50,12,20.62,21.1555,3.62056,1.45731,0.00180323,1,1.89293,1.09545,1.66247,0.969458,0.937475,0.257636,0.82189,1,2.12196e-314
23,0.24,0.689812,250,0,12.589,2,26,4.01485,1.32494,1.03353,0,8.7234,1.00225,1.02827,50,12,20.62,21.1555,3.62056,1.45731,-0.00970767,1,1.89293,1.09545,1.66247,0.969458,0.937475,0.257636,0.82189,1,2.12196e-314
24,0.24,0.689812,250,0,12.589,2,26,4.01485,1.32494,1.03353,0,8.7234,1.00225,1.02827,50,12,20.62,21.1555,3.62056,1.45731,-0.00970767,1,1.89293,1.09545,1.66247,0.969458,0.937475,0.257636,0.82189,0,2.12196e-314
25,0.24,0.689812,250,0,12.589,2,26,4.01485,1.32494,1.03353,0,8.7234,1.00225,1.02827,50,12,20.62,21.1555,3.62056,1.45731,-0.00970767,1,1.89293,1.09545,1.66247,2.32494,0,0.257636,0,0,2.12196e-314
26,0.24,0.689812,250,0,12.589,2,26,4.01485,1.32494,1.03353,0,8.7234,1.00225,1.02827,50,12,20.62,21.1555,3.62056,1.45731,-0.00970767,1,1.89293,1.09545,1.66247,0.969458,0.937475,0.257636,0.82189,1,2.12196e-314
27,0.24,0.689812,250,0,12.589,2,26,4.36088,1.32494,1.43862,0,8.7234,1.00225,1.02827,50,13,20.62,21.1555,3.62056,1.45731,-0.00970767,1,1.89293,1.09545,1.66247,0.969458,0.937475,0.257636,0.82189,1,2.12196e-314
28,0.24,0.689812,250,0,12.589,2,26,4.36088,1.32494,1.43862,0,8.7234,1.00225,1.02827,50,13,28.702,29.4473,3.93262,1.58291,-0.00970767,1,1.89293,1.09545,1.66247,0.969458,0.937475,0.257636,0.82189,1,2.12196e-314
29,0.24,0.689812,250,0,12.589,2,24,4.36088,1.32494,1.43862,0,8.7234,1.00225,1.02827,50,13,28.702,29.4473,3.93262,1.58291,-0.00900344,1,1.89293,1.09545,1.66247,0.969458,0.937475,0.257636,0.82189,1,2.12196e-314
30,0.24,0.689812,250,0,12.589,2,24,4.36088,1.32494,1.43862,0,8.7234,1.00225,1.02827,50,13,28.702,29.4473,3.93262,1.58291,-0.00900344,1,1.89293,1.09545,1.66247,0.969458,0.937475,0.257636,0.82189,0,2.12196e-314
31,0.24,0.689812,250,0,12.589,2,24,4.36088,1.32494,1.43862,0,8.7234,1.00225,1.02827,50,13,28.702,29.4473,3.93262,1.58291,-0.00900344,1,1.89293,1.09545,1.66247,2.32494,0,0.257636,0,0,2.12196e-314
32,0.24,0.689812,250,0,12.589,2,24,4.36088,1.32494,1.43862,0,8.7234,1.00225,1.02827,50,13,28.702,29.4473,3.93262,1.58291,-0.00900344,1,1.89293,1.09545,1.66247,0.969458,0.937475,0.257636,0.82189,1,2.12196e-314
33,0.24,0.689812,250,0,12.589,2,24,4.49293,1.32494,1.62094,0,8.7234,1.00225,1.02827,50,14,28.702,29.4473,3.93262,1.58291,-0.00900344,0,1.89293,1.09545,1.66247,0.969458,0.937475,0.257636,0.82189,1,2.12196e-314
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.26,0.689812,250,0,12.589,2,20,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,14,28.702,29.4473,3.93262,1.58291,-0.00900344,0,0,0,0,0,0,0,0,0,0
5,0.26,0.689812,250,0,12.589,2,20,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,0,6.39781,6.59271,2.91134,1.13034,0,1,0,0,0,0,0,0,0,0,0
6,0.26,0.689812,250,0,12.589,2,23,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,1,6.39781,6.59271,2.91134,1.13034,0.208547,1,0,0,0,0,0,0,0,0,0
7,0.26,0.689812,250,0,12.589,2,24,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,2,6.39781,6.59271,2.91134,1.13034,0.18155,1,0,0,0,0,0,0,0,0,0
8,0.26,0.689812,250,0,12.589,2,25,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,3,6.39781,6.59271,2.91134,1.13034,0.155801,1,0,0,0,0,0,0,0,0,0
9,0.26,0.689812,250,0,12.589,2,26,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,4,6.39781,6.59271,2.91134,1.13034,0.131445,1,0,0,0,0,0,0,0,0,0
10,0.26,0.689812,250,0,12.589,2,27,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,5,6.39781,6.59271,2.91134,1.13034,0.108637,1,0,0,0,0,0,0,0,0,0
11,0.26,0.689812,250,0,12.589,2,28,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,6,6.39781,6.59271,2.91134,1.13034,0.0875207,1,0,0,0,0,0,0,0,0,0
12,0.26,0.689812,250,0,12.589,2,29,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,7,6.39781,6.59271,2.91134,1.13034,0.0682164,1,0,0,0,0,0,0,0,0,0
13,0.26,0.689812,250,0,12.589,2,30,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,8,6.39781,6.59271,2.91134,1.13034,0.0508097,1,0,0,0,0,0,0,0,0,0
14,0.26,0.689812,250,0,12.589,2,31,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,9,6.39781,6.59271,2.91134,1.13034,0.035346,1,0,0,0,0,0,0,0,0,0
15,0.26,0.689812,250,0,12.589,2,32,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,10,6.39781,6.59271,2.91134,1.13034,0.0218294,1,0,0,0,0,0,0,0,0,0
16,0.26,0.689812,250,0,12.589,2,33,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,11,6.39781,6.59271,2.91134,1.13034,0.010224,1,0,0,0,0,0,0,0,0,0
17,0.26,0.689812,250,0,12.589,2,34,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,11,6.39781,6.59271,2.91134,1.13034,0.000458473,1,0,0,0,0,0,0,0,0,0
18,0.26,0.689812,250,0,12.589,2,34,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,11,6.39781,6.59271,2.91134,1.13034,0.000458473,1,1.89293,1.09545,1.69389,0,0,0,6.95322e-310,0,2.12196e-314
19,0.26,0.689812,250,0,12.589,2,34,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,11,6.39781,6.59271,2.91134,1.13034,0.000458473,1,1.89293,1.09545,1.69389,2.38777,0,0,0,0,2.12196e-314
20,0.26,0.689812,250,0,12.589,2,34,3,1.38777,0.337485,0,9.02248,1.00264,1.03318,50,11,6.39781,6.59271,2.91134,1.13034,0.000458473,1,1.89293,1.09545,1.69389,0.995658,0.944908,0.29161,0.851393,1,2.12196e-314
21,0.26,0.689812,250,0,12.589,2,34,4.0631,1.38777,1.13553,0,9.02248,1.00264,1.03318,50,12,6.39781,6.59271,2.91134,1.13034,0.000458473,1,1.89293,1.09545,1.69389,0.995658,0.944908,0.29161,0.851393,1,2.12196e-314
22,0.26,0.689812,250,0,12.589,2,34,4.0631,1.38777,1.13553,0,9.02248,1.00264,1.03318,50,12,21.5266,22.1824,3.94302,1.53089,0.000458473,1,1.89293,1.09545,1.69389,0.995658,0.944908,0.29161,0.851393,1,2.12196e-314
23,0.26,0.689812,250,0,12.589,2,25,4.0631,1.38777,1.13553,0,9.02248,1.00264,1.03318,50,12,21.5266,22.1824,3.94302,1.53089,-0.00221397,1,1.89293,1.09545,1.69389,0.995658,0.944908,0.29161,0.851393,1,2.12196e-314
24,0.26,0.689812,250,0,12.589,2,25,4.0631,1.38777,1.13553,0,9.02248,1.00264,1.03318,50,12,21.5266,22.1824,3.94302,1.53089,-0.00221397,1,1.89293,1.09545,1.69389,0.995658,0.944908,0.29161,0.851393,0,2.12196e-314
25,0.26,0.689812,250,0,12.589,2,25,4.0631,1.38777,1.13553,0,9.02248,1.00264,1.03318,50,12,21.5266,22.1824,3.94302,1.53089,-0.00221397,1,1.89293,1.09545,1.69389,2.38777,0,0.29161,0,0,2.12196e-314
26,0.26,0.689812,250,0,12.589,2,25,4.0631,1.38777,1.13553,0,9.02248,1.00264,1.03318,50,12,21.5266,22.1824,3.94302,1.53089,-0.00221397,1,1.89293,1.09545,1.69389,0.995658,0.944908,0.29161,0.851393,1,2.12196e-314
27,0.26,0.689812,250,0,12.589,2,25,4.42665,1.38777,1.59982,0,9.02248,1.00264,1.03318,50,13,21.5266,22.1824,3.94302,1.53089,-0.00221397,1,1.89293,1.09545,1.69389,0.995658,0.944908,0.29161,0.851393,1,2.12196e-314
28,0.26,0.689812,250,0,12.589,2,25,4.42665,1.38777,1.59982,0,9.02248,1.00264,1.03318,50,13,30.3283,31.2522,4.29583,1.66787,-0.00221397,1,1.89293,1.09545,1.69389,0.995658,0.944908,0.29161,0.851393,1,2.12196e-314
29,0.26,0.689812,250,0,12.589,2,24,4.42665,1.38777,1.59982,0,9.02248,1.00264,1.03318,50,13,30.3283,31.2522,4.29583,1.66787,-0.0157841,1,1.89293,1.09545,1.69389,0.995658,0.944908,0.29161,0.851393,1,2.12196e-314
30,0.26,0.689812,250,0,12.589,2,24,4.42665,1.38777,1.59982,0,9.02248,1.00264,1.03318,50,13,30.3283,31.2522,4.29583,1.66787,-0.0157841,1,1.89293,1.09545,1.69389,0.995658,0.944908,0.29161,0.851393,0,2.12196e-314
31,0.26,0.689812,250,0,12.589,2,24,4.42665,1.38777,1.59982,0,9.02248,1.00264,1.03318,50,13,30.3283,31.2522,4.29583,1.66787,-0.0157841,1,1.89293,1.09545,1.69389,2.38777,0,0.29161,0,0,2.12196e-314
32,0.26,0.689812,250,0,12.589,2,24,4.42665,1.38777,1.59982,0,9.02248,1.00264,1.03318,50,13,30.3283,31.2522,4.29583,1.66787,-0.0157841,1,1.89293,1.09545,1.69389,0.995658,0.944908,0.29161,0.851393,1,2.12196e-314
33,0.26,0.689812,250,0,12.589,2,24,4.56742,1.38777,1.81324,0,9.02248,1.00264,1.03318,50,14,30.3283,31.2522,4.29583,1.66787,-0.0157841,0,1.89293,1.09545,1.69389,0.995658,0.944908,0.29161,0.851393,1,2.12196e-314
 
1,0,0,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0.689812,0,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0.689812,250,0,12.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.28,0.689812,250,0,12.589,2,20,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,14,30.3283,31.2522,4.29583,1.66787,-0.0157841,0,0,0,0,0,0,0,0,0,0
5,0.28,0.689812,250,0,12.589,2,20,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,0,6.36516,6.58994,3.11853,1.17341,0,1,0,0,0,0,0,0,0,0,0
6,0.28,0.689812,250,0,12.589,2,23,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,1,6.36516,6.58994,3.11853,1.17341,0.210858,1,0,0,0,0,0,0,0,0,0
7,0.28,0.689812,250,0,12.589,2,24,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,2,6.36516,6.58994,3.11853,1.17341,0.183498,1,0,0,0,0,0,0,0,0,0
8,0.28,0.689812,250,0,12.589,2,25,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,3,6.36516,6.58994,3.11853,1.17341,0.157353,1,0,0,0,0,0,0,0,0,0
9,0.28,0.689812,250,0,12.589,2,26,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,4,6.36516,6.58994,3.11853,1.17341,0.132583,1,0,0,0,0,0,0,0,0,0
10,0.28,0.689812,250,0,12.589,2,27,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,5,6.36516,6.58994,3.11853,1.17341,0.109353,1,0,0,0,0,0,0,0,0,0
11,0.28,0.689812,250,0,12.589,2,28,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,6,6.36516,6.58994,3.11853,1.17341,0.0878224,1,0,0,0,0,0,0,0,0,0
12,0.28,0.689812,250,0,12.589,2,29,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,7,6.36516,6.58994,3.11853,1.17341,0.0681217,1,0,0,0,0,0,0,0,0,0
13,0.28,0.689812,250,0,12.589,2,30,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,8,6.36516,6.58994,3.11853,1.17341,0.0503472,1,0,0,0,0,0,0,0,0,0
14,0.28,0.689812,250,0,12.589,2,31,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,9,6.36516,6.58994,3.11853,1.17341,0.034553,1,0,0,0,0,0,0,0,0,0
15,0.28,0.689812,250,0,12.589,2,32,3,1.45205,0.353118,0,9.28637,1.00306,1.03848,50,10,6.36516,6.58994,3.11853,1.17341,0.0207493,1,0,0,0,0,0,0,0,0,0
